code,name_en,sector_33,sector_17
239A,"Balleggs Co.,Ltd.",Real Estate,REAL ESTATE
2404,"TETSUJIN Holdings,Inc.",Services,"IT & SERVICES, OTHERS"
2408,"KG Intelligence CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2410,"CAREER DESIGN CENTER CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2411,GENDAI AGENCY INC.,Information & Communication,"IT & SERVICES, OTHERS"
2413,"M3,Inc.",Services,"IT & SERVICES, OTHERS"
2415,"Human Holdings Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2418,TSUKADA GLOBAL HOLDINGS Inc.,Services,"IT & SERVICES, OTHERS"
241A,"ROXX,inc.",Information & Communication,"IT & SERVICES, OTHERS"
2424,Brass Corporation,Services,"IT & SERVICES, OTHERS"
2425,"Care Service Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2428,WELLNET CORPORATION,Services,"IT & SERVICES, OTHERS"
2429,"WORLD HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2432,"DeNA Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
2433,HAKUHODO DY HOLDINGS INCORPORATED,Services,"IT & SERVICES, OTHERS"
2435,"CEDAR.Co.,Ltd",Services,"IT & SERVICES, OTHERS"
2436,"KYODO PUBLIC RELATIONS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2437,"SHINWA WISE HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2438,"Asukanet Company,Limited",Services,"IT & SERVICES, OTHERS"
243A,Top's Inc.,Foods,FOODS
2440,"Gurunavi,Inc.",Services,"IT & SERVICES, OTHERS"
2445,"Takamiya Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2449,"PRAP Japan,Inc.",Services,"IT & SERVICES, OTHERS"
244A,"Growth xPartners,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
2452,"Computer Mind Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
2454,"All About,Inc.",Services,"IT & SERVICES, OTHERS"
2459,"AUN CONSULTING,Inc.",Services,"IT & SERVICES, OTHERS"
245A,INGS inc.,Retail Trade,RETAIL TRADE
2461,"FAN Communications,Inc.",Services,"IT & SERVICES, OTHERS"
2462,"LIKE,Inc.",Services,"IT & SERVICES, OTHERS"
2464,"Aoba-BBT,Inc.",Services,"IT & SERVICES, OTHERS"
2469,Hibino Corporation,Services,"IT & SERVICES, OTHERS"
246A,ASUA Inc.,Services,"IT & SERVICES, OTHERS"
2471,"S-Pool,Inc.",Services,"IT & SERVICES, OTHERS"
2475,"WDB HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2477,"Temairazu,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
2479,JTEC CORPORATION,Services,"IT & SERVICES, OTHERS"
247A,Ai ROBOTICS INC.,Chemicals,RAW MATERIALS & CHEMICALS
2480,"System Location Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
2481,"TOWNNEWS-SHA CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2483,HONYAKU Center Inc.,Services,"IT & SERVICES, OTHERS"
2484,"DEMAE-CAN CO.,LTD",Information & Communication,"IT & SERVICES, OTHERS"
2485,TEAR Corporation,Services,"IT & SERVICES, OTHERS"
2488,"JTP CO.,LTD.",Services,"IT & SERVICES, OTHERS"
2489,Adways Inc.,Services,"IT & SERVICES, OTHERS"
248A,KIDS STAR Inc.,Information & Communication,"IT & SERVICES, OTHERS"
2491,"ValueCommerce Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2492,Infomart Corporation,Services,"IT & SERVICES, OTHERS"
2493,"E-SUPPORTLINK,Ltd.",Services,"IT & SERVICES, OTHERS"
2497,"UNITED,Inc.",Services,"IT & SERVICES, OTHERS"
2498,Oriental Consultants Holdings Company Limited,Services,"IT & SERVICES, OTHERS"
2499,"NIHONWASOU HOLDINGS,INC.",Services,"IT & SERVICES, OTHERS"
249A,"HUMAN ADJUST Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2501,SAPPORO HOLDINGS LIMITED,Foods,FOODS
2502,"Asahi Group Holdings,Ltd.",Foods,FOODS
2503,"Kirin Holdings Company,Limited",Foods,FOODS
250A,Shimadaya Corporation,Foods,FOODS
251A,"Neuromagic Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
252A,"Wedge Co.,Ltd.",Retail Trade,RETAIL TRADE
2531,TAKARA HOLDINGS INC.,Foods,FOODS
2533,"Oenon Holdings,Inc.",Foods,FOODS
253A,"ETS Group Co.,Ltd.",Construction,CONSTRUCTION & MATERIALS
2540,"YOMEISHU SEIZO CO.,LTD.",Foods,FOODS
254A,AI FUSION CAPITAL GROUP CORP.,Securities and Commodities Futures,FINANCIALS (EX BANKS)
255A,"GLTECHNO HOLDINGS,INC.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
256A,TOBISHIMA HOLDINGS Inc.,Construction,CONSTRUCTION & MATERIALS
2573,"HOKKAIDO COCA-COLA BOTTLING CO.,LTD.",Foods,FOODS
2579,Coca-Cola Bottlers Japan Holdings Inc.,Foods,FOODS
2585,"LIFEDRINK COMPANY,INC.",Foods,FOODS
2586,FRUTA FRUTA INC.,Foods,FOODS
2587,Suntory Beverage & Food Limited,Foods,FOODS
2588,"Premium Water Holdings,Inc.",Foods,FOODS
2590,"DyDo GROUP HOLDINGS,INC.",Foods,FOODS
2593,"ITO EN,LTD.",Foods,FOODS
25935,"Class-A Preferred Stock of ITO EN,LTD.",Foods,FOODS
2594,KEY COFFEE INC,Foods,FOODS
2597,UNICAFE INC.,Foods,FOODS
2602,"The Nisshin OilliO Group,Ltd.",Foods,FOODS
2607,"FUJI OIL CO.,LTD.",Foods,FOODS
2612,KADOYA SESAME MILLS INCORPORATED,Foods,FOODS
2613,"J-OIL MILLS, INC.",Foods,FOODS
261A,"Nihon Suido Consultants Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
262A,INTERMESTIC INC.,Retail Trade,RETAIL TRADE
263A,DigitalCube Co.Ltd.,Information & Communication,"IT & SERVICES, OTHERS"
264A,"Schoo,inc.",Services,"IT & SERVICES, OTHERS"
2652,MANDARAKE INC.,Retail Trade,RETAIL TRADE
2653,"AEON KYUSHU CO.,LTD.",Retail Trade,RETAIL TRADE
2654,ASMO CORPORATION,Retail Trade,RETAIL TRADE
2656,Vector HOLDINGS Inc.,Retail Trade,RETAIL TRADE
2659,"SAN-A CO.,LTD.",Retail Trade,RETAIL TRADE
265A,Hmcomm Inc.,Information & Communication,"IT & SERVICES, OTHERS"
2664,CAWACHI LIMITED,Retail Trade,RETAIL TRADE
2666,"AUTOWAVE Co.,Ltd.",Retail Trade,RETAIL TRADE
2667,"ImageONE Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2668,Tabio Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2669,"Kanemi Co.,Ltd.",Retail Trade,RETAIL TRADE
266A,"Glocal Marketing Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2670,"ABC-MART,INC.",Retail Trade,RETAIL TRADE
2673,"YUMEMITSUKETAI Co.,Ltd.",Retail Trade,RETAIL TRADE
2674,"HARD OFF CORPORATION Co.,Ltd.",Retail Trade,RETAIL TRADE
2676,"TAKACHIHO KOHEKI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2678,ASKUL Corporation,Retail Trade,RETAIL TRADE
267A,TOWARISE CORPORATION,Other Financing Business,FINANCIALS (EX BANKS)
2681,GEO HOLDINGS CORPORATION,Retail Trade,RETAIL TRADE
2683,"UOKI CO.,LTD.",Retail Trade,RETAIL TRADE
2685,"and ST HD Co.,Ltd.",Retail Trade,RETAIL TRADE
2686,"GFOOT CO.,LTD.",Retail Trade,RETAIL TRADE
2687,CVS Bay Area Inc.,Services,"IT & SERVICES, OTHERS"
2689,"OLBA HEALTHCARE HOLDINGS,Inc.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
268A,Rigaku Holdings Corporation,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
2692,"ITOCHU-SHOKUHIN Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2693,YKT CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2694,Yakiniku Sakai Holdings Inc.,Retail Trade,RETAIL TRADE
2695,"Kura Sushi,Inc.",Retail Trade,RETAIL TRADE
2698,"CAN DO CO.,LTD.",Retail Trade,RETAIL TRADE
269A,Sapeet Inc.,Information & Communication,"IT & SERVICES, OTHERS"
2700,"KITOKU SHINRYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2702,"McDonald's Holdings Company(Japan),Ltd.",Retail Trade,RETAIL TRADE
2705,"OOTOYA Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
2708,"KUZE CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
271A,"Accelia,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
2721,J-Holdings Corp.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2722,"IK HOLDINGS Co.,Ltd.",Retail Trade,RETAIL TRADE
2726,"PAL GROUP Holdings CO.,LTD",Retail Trade,RETAIL TRADE
2730,EDION Corporation,Retail Trade,RETAIL TRADE
2733,ARATA CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2734,SALA CORPORATION,Retail Trade,RETAIL TRADE
2735,"WATTS CO.,LTD.",Retail Trade,RETAIL TRADE
2736,"Festaria Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
2737,TOMEN DEVICES CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2742,"HALOWS CO.,LTD.",Retail Trade,RETAIL TRADE
2747,"Hokuyu Lucky Co.,Ltd.",Retail Trade,RETAIL TRADE
2749,"JP-HOLDINGS,INC.",Services,"IT & SERVICES, OTHERS"
274A,"Garden Co.,Ltd.",Retail Trade,RETAIL TRADE
2750,"S.ISHIMITSU&CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2751,"TENPOS HOLDINGS Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2752,FUJIO FOOD GROUP INC.,Retail Trade,RETAIL TRADE
2753,"AMIYAKI TEI CO.,LTD.",Retail Trade,RETAIL TRADE
2760,TOKYO ELECTRON DEVICE LIMITED,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2762,"SANKO MARKETING FOODS CO.,LTD.",Retail Trade,RETAIL TRADE
2763,"FTGroup CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2764,Hiramatsu Inc.,Retail Trade,RETAIL TRADE
2767,TSUBURAYA FIELDS HOLDINGS INC.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2768,Sojitz Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2769,"Village Vanguard CO.,LTD.",Retail Trade,RETAIL TRADE
276A,CCReB Advisors Inc.,Real Estate,REAL ESTATE
2776,"SHINTO Holdings,Inc.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2778,"PALEMO HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
277A,Globe-ing Inc.,Services,"IT & SERVICES, OTHERS"
2780,"Komehyo Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
2782,"Seria Co.,Ltd.",Retail Trade,RETAIL TRADE
2784,Alfresa Holdings Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2788,"APPLE INTERNATIONAL CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2789,"Karula Co.,LTD.",Retail Trade,RETAIL TRADE
278A,Terra Drone Corporation,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
2790,"NAFCO Co.,Ltd.",Retail Trade,RETAIL TRADE
2791,"DAIKOKUTENBUSSAN CO.,LTD.",Retail Trade,RETAIL TRADE
2792,"HONEYS HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
2795,NIPPON PRIMEX INC.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2796,Pharmarise Holdings Corporation,Retail Trade,RETAIL TRADE
2798,Y's table corporation,Retail Trade,RETAIL TRADE
279A,Interg Inc.,Services,"IT & SERVICES, OTHERS"
2801,KIKKOMAN CORPORATION,Foods,FOODS
2802,"Ajinomoto Co.,Inc.",Foods,FOODS
2804,"BULL-DOG SAUCE CO.,LTD.",Foods,FOODS
2805,S&B FOODS INC.,Foods,FOODS
2806,YUTAKA FOODS CORPORATION,Foods,FOODS
2809,Kewpie Corporation,Foods,FOODS
280A,TMH Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2810,House Foods Group Inc.,Foods,FOODS
2811,"KAGOME CO.,LTD.",Foods,FOODS
2813,"Wakou Shokuhin Co.,Ltd.",Foods,FOODS
2814,"SATO FOODS INDUSTRIES CO.,LTD.",Foods,FOODS
2815,"ARIAKE JAPAN Co.,Ltd.",Foods,FOODS
2816,"DAISHO CO.,LTD.",Foods,FOODS
2818,"PIETRO Co.,Ltd.",Foods,FOODS
2819,"EBARA Foods Industry,Inc.",Foods,FOODS
281A,"Informetis Co.,Ltd.",Information & Communication,"IT & SERVICES, OTHERS"
2820,Yamami Company,Foods,FOODS
2831,HAGOROMO FOODS CORPORATION,Foods,FOODS
284A,"FUKUYA Construction Co.,Ltd.",Construction,CONSTRUCTION & MATERIALS
285A,Kioxia Holdings Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
286A,EUCALIA Inc.,Services,"IT & SERVICES, OTHERS"
2871,NICHIREI CORPORATION,Foods,FOODS
2872,"SEIHYO CO.,LTD.",Foods,FOODS
2874,"YOKOREI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2875,"TOYO SUISAN KAISHA,LTD.",Foods,FOODS
2876,Delsole Corporation,Foods,FOODS
2877,NittoBest Corporation,Foods,FOODS
287A,"Kuroda Group Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
2882,"EAT&HOLDINGS Co.,Ltd",Foods,FOODS
2883,"DAIREI CO.,LTD.",Foods,FOODS
2884,Yoshimura Food Holdings K.K.,Foods,FOODS
288A,Laxus Technologies Inc.,Services,"IT & SERVICES, OTHERS"
2892,"NIHON SHOKUHIN KAKO CO.,LTD.",Foods,FOODS
2894,"Ishii Food Co.,Ltd.",Foods,FOODS
2897,"NISSIN FOODS HOLDINGS CO.,LTD.",Foods,FOODS
2901,Wel-Dish.Incorporated,Foods,FOODS
2903,"SHINOBU FOODS PRODUCTS CO.,LTD.",Foods,FOODS
2904,"ICHIMASA KAMABOKO CO.,LTD.",Foods,FOODS
2907,"AHJIKAN CO.,LTD.",Foods,FOODS
2908,"FUJICCO CO.,LTD.",Foods,FOODS
290A,Synspective Inc.,Information & Communication,"IT & SERVICES, OTHERS"
2910,"ROCK FIELD CO.,LTD.",Foods,FOODS
2911,"ASAHIMATSU FOODS CO.,LTD.",Foods,FOODS
2914,JAPAN TOBACCO INC.,Foods,FOODS
2915,"KENKO Mayonnaise Co.,Ltd.",Foods,FOODS
2916,"Semba Tohka Industries Co.,Ltd",Foods,FOODS
2917,"OHMORIYA Co.,LTD.",Foods,FOODS
2918,"WARABEYA NICHIYO HOLDINGS CO.,LTD.",Foods,FOODS
291A,Reskill Corp.,Services,"IT & SERVICES, OTHERS"
2922,"NATORI CO.,LTD.",Foods,FOODS
2923,"SATO FOODS CO.,LTD.",Foods,FOODS
2924,"Ifuji Sangyo Co.,Ltd.",Foods,FOODS
2926,"SHINOZAKIYA,INC.",Foods,FOODS
2927,"AFC-HD AMS Life Science Co.,Ltd.",Foods,FOODS
2929,"Pharma Foods International Co.,Ltd.",Foods,FOODS
292A,"SIE Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2930,Kitanotatsujin Corporation,Chemicals,RAW MATERIALS & CHEMICALS
2931,"Euglena Co.,Ltd.",Foods,FOODS
2932,"STI Foods Holdings,Inc.",Foods,FOODS
2933,KIBUN FOODS INC.,Foods,FOODS
2934,"J Frontier Co.,Ltd.",Foods,FOODS
2935,"PICKLES HOLDINGS CO.,LTD.",Foods,FOODS
2936,"BASE FOOD,Inc.",Foods,FOODS
2937,"St.Cousair CO.,LTD.",Foods,FOODS
2938,"Okamura Foods Co.,Ltd.",Foods,FOODS
293A,"BABY JOB Co.,Ltd.",Retail Trade,RETAIL TRADE
2961,NITCHO CORPORATION,Metal Products,CONSTRUCTION & MATERIALS
2962,"TECNISCO,LTD.",Metal Products,CONSTRUCTION & MATERIALS
296A,"Reiwa Accounting Holdings Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
2970,"GLC GROUP,INC.",Real Estate,REAL ESTATE
2975,"Star Mica Holdings Co.,Ltd.",Real Estate,REAL ESTATE
2978,TSUKURUBA Inc.,Real Estate,REAL ESTATE
297A,"ALPICO HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
2980,SRE Holdings Corporation,Real Estate,REAL ESTATE
2981,Landix Inc.,Real Estate,REAL ESTATE
2982,"A.D.Works Group Co.,Ltd.",Real Estate,REAL ESTATE
2983,"Arr Planner Co.,Ltd.",Real Estate,REAL ESTATE
2984,"Yamaichi Real Estate Co.,Ltd",Real Estate,REAL ESTATE
2985,First Stage Corporation,Real Estate,REAL ESTATE
2986,"LA Holdings Co.,Ltd.",Real Estate,REAL ESTATE
298A,"GVA TECH,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
2990,"Aida Sekkei Co.,Ltd.",Real Estate,REAL ESTATE
2991,LANDNET Inc.,Real Estate,REAL ESTATE
2992,URBAN LiKE INC.,Real Estate,REAL ESTATE
2993,Choei Inc.,Real Estate,REAL ESTATE
2994,"Answer Holdings Co.,Ltd",Real Estate,REAL ESTATE
2995,J-REX Corporation,Real Estate,REAL ESTATE
2997,"STORAGE-OH Co.,Ltd.",Real Estate,REAL ESTATE
2998,CREAL Inc.,Real Estate,REAL ESTATE
2999,"Home Position Co.,Ltd.",Real Estate,REAL ESTATE
299A,"Kurashiru,Inc.",Services,"IT & SERVICES, OTHERS"
3001,"Katakura Industries Co.,Ltd.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
3002,GUNZE LIMITED,Textiles and Apparels,RAW MATERIALS & CHEMICALS
3003,"Hulic Co.,Ltd.",Real Estate,REAL ESTATE
3004,SHINYEI KAISHA,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
300A,"MIC Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
3010,"Polaris Holdings Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
3011,"BANNERS CO.,LTD.",Retail Trade,RETAIL TRADE
301A,"In-dex,Inc.",Real Estate,REAL ESTATE
3020,"Applied Co.,Ltd.",Retail Trade,RETAIL TRADE
3021,"Pacific Net Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
3023,Rasa Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3024,CREATE CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3028,"Alpen Co.,Ltd.",Retail Trade,RETAIL TRADE
302A,"b-style holdings,Inc.",Services,"IT & SERVICES, OTHERS"
3030,"HUB CO.,LTD.",Retail Trade,RETAIL TRADE
3031,"RACCOON HOLDINGS,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
3034,"Qol Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
3035,ktk INC.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3036,ALCONIX CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3038,"KOBE BUSSAN CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
303A,visumo Inc.,Information & Communication,"IT & SERVICES, OTHERS"
3040,SOLITON SYSTEMS K.K.,Information & Communication,"IT & SERVICES, OTHERS"
3041,"Beauty Kadan Holdings Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3042,SecuAvail Inc.,Information & Communication,"IT & SERVICES, OTHERS"
3045,"Kawasaki & Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3046,JINS HOLDINGS Inc.,Retail Trade,RETAIL TRADE
3048,BIC CAMERA INC.,Retail Trade,RETAIL TRADE
304A,"FORCIA,Inc.",Information & Communication,"IT & SERVICES, OTHERS"
3050,"DCM Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
3053,"PEPPER FOOD SERVICE CO.,LTD.",Retail Trade,RETAIL TRADE
3054,HYPER Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3058,Sanyodo Holdings Inc.,Retail Trade,RETAIL TRADE
3059,"HIRAKI CO.,LTD.",Retail Trade,RETAIL TRADE
305A,Double Tree Inc.,Retail Trade,RETAIL TRADE
3063,j-Group Holdings Corp.,Retail Trade,RETAIL TRADE
3064,"MonotaRO Co.,Ltd.",Retail Trade,RETAIL TRADE
3065,"Life Foods Co.,Ltd.",Retail Trade,RETAIL TRADE
3067,"TOKYO ICHIBAN FOODS CO.,LTD.",Retail Trade,RETAIL TRADE
3068,WDI Corporation,Retail Trade,RETAIL TRADE
3069,JFLA Holdings Inc.,Foods,FOODS
3070,"JELLY BEANS GROUP Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3071,"Stream Co.,Ltd.",Retail Trade,RETAIL TRADE
3075,"Choushimaru Co.,Ltd.",Retail Trade,RETAIL TRADE
3076,Ai Holdings Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3077,"Horiifoodservice Co.,Ltd.",Retail Trade,RETAIL TRADE
3079,DVx Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
307A,Housing staff Inc.,Construction,CONSTRUCTION & MATERIALS
3080,"JASON CO.,LTD.",Retail Trade,RETAIL TRADE
3082,"KICHIRI HOLDINGS & Co.,Ltd.",Retail Trade,RETAIL TRADE
3083,"Star seeds Co.,Ltd.",Retail Trade,RETAIL TRADE
3086,"J.FRONT RETAILING Co.,Ltd.",Retail Trade,RETAIL TRADE
3087,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
3088,MatsukiyoCocokara & Co.,Retail Trade,RETAIL TRADE
3089,"Techno Alpha Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
308A,"Postmate Holdings,Inc.",Services,"IT & SERVICES, OTHERS"
3091,"BRONCO BILLY Co.,LTD.",Retail Trade,RETAIL TRADE
3092,"ZOZO,Inc.",Retail Trade,RETAIL TRADE
3093,"Treasure Factory Co.,LTD.",Retail Trade,RETAIL TRADE
3096,OCEAN SYSTEM CORPORATION,Retail Trade,RETAIL TRADE
3097,The Monogatari Corporation,Retail Trade,RETAIL TRADE
3099,Isetan Mitsukoshi Holdings Ltd.,Retail Trade,RETAIL TRADE
309A,"COSMOS CHOUZAI Pharmacy Co.,Ltd.",Retail Trade,RETAIL TRADE
3101,"TOYOBO CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
3103,UNITIKA LTD.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
3104,"Fujibo Holdings,Inc.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
3105,Nisshinbo Holdings Inc.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
3106,KURABO INDUSTRIES LTD.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
3107,"Daiwabo Holdings Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3109,SHIKIBO LTD.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
310A,"Thirty Four co.,ltd.",Real Estate,REAL ESTATE
3110,"NITTO BOSEKI CO.,LTD.",Glass and Ceramics Products,CONSTRUCTION & MATERIALS
3111,"OMIKENSHI CO.,LTD.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
3113,UNIVA Oak Holdings Limited,Securities and Commodities Futures,FINANCIALS (EX BANKS)
3116,TOYOTA BOSHOKU CORPORATION,Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
311A,"NPT CO.,LTD.",Pharmaceutical,PHARMACEUTICAL
3121,"MBK Co.,Ltd.",Services,"IT & SERVICES, OTHERS"
3123,"SAIBO Co.,Ltd.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
312A,Shinko Holdings Corporation,Construction,CONSTRUCTION & MATERIALS
3131,SHINDEN HIGHTEX CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3132,"MACNICA HOLDINGS,INC.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3133,"kaihan co.,Ltd.",Retail Trade,RETAIL TRADE
3134,Hamee Corp.,Retail Trade,RETAIL TRADE
3135,"MarketEnterprise Co.,Ltd",Retail Trade,RETAIL TRADE
3137,"Fundely Co.,Ltd.",Retail Trade,RETAIL TRADE
3138,"Fujisan Magazine Service Co.,Ltd.",Retail Trade,RETAIL TRADE
3139,"Lacto Japan Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3140,"BRUNO,Inc.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3143,O'will Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3148,"CREATE SD HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
3150,"grems,Inc.",Electric Power and Gas,ELECTRIC POWER & GAS
3151,"VITAL KSK HOLDINGS,INC.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3153,"Yashima Denki Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3154,"MEDIUS HOLDINGS Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3156,Restar Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3157,GEOLIVE Group Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3159,"Maruzen CHI Holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
3160,"OOMITSU CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3161,AZEARTH Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3166,"OCHI HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3167,TOKAI Holdings Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3168,MERF Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3169,"Misawa & Co.,Ltd.",Retail Trade,RETAIL TRADE
3172,"Tea Life Co.,Ltd.",Retail Trade,RETAIL TRADE
3173,"Cominix Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3174,"Happiness and D Co.,Ltd.",Retail Trade,RETAIL TRADE
3175,"AP HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
3176,"Sanyo Trading Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3177,"ARIGATOU SERVICES COMPANY,LIMITED",Retail Trade,RETAIL TRADE
3178,"CHIMNEY CO.,LTD.",Retail Trade,RETAIL TRADE
3179,"Syuppin Co.,Ltd.",Retail Trade,RETAIL TRADE
317A,SMS Data Tech Corporation,Information & Communication,"IT & SERVICES, OTHERS"
3180,BEAUTY GARAGE Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
3181,"KAITORI OKOKU CO.,LTD.",Retail Trade,RETAIL TRADE
3182,Oisix ra daichi Inc.,Retail Trade,RETAIL TRADE
3183,"WIN-Partners Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
